State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Housholds_with_Electric_Lighting,Households_with_Internet,sex_ration
Andhra Pradesh,Adilabad,19.284513950073435,78.81321233480176,532,2741239,1369597,1371642,1483347,856350,626997,2399901,275970,15422,1377,25510,617,322,566108,5512,1001.4931399528475
Andhra Pradesh,Anantapur,14.312065561843148,77.4601584478577,553,4081148,2064495,2016653,2310960,1338474,972486,3599372,443456,20463,932,341,1417,309,897970,8606,976.8262940816035
Andhra Pradesh,Chittoor,13.33109263067696,78.92763898886037,554,4174064,2090204,2083860,2667878,1484794,1183084,3737588,397870,24129,867,253,1322,358,944555,13763,996.9648895514505
Andhra Pradesh,East Godavari,16.782718320784902,82.2432074720511,545,5154296,2569688,2584608,3288577,1716933,1571644,4983330,77777,77825,738,413,4149,403,1297273,22411,1005.8061523422299
Andhra Pradesh,Guntur,15.884925767634847,80.58657614107885,548,4887813,2440521,2447292,2960441,1634726,1325715,4217597,559770,89763,764,323,3282,332,1186028,19383,1002.7744075957552
Andhra Pradesh,Hyderabad,17.38971555555556,78.46668888888888,536,3943323,2018575,1924748,2892155,1542688,1349467,2046051,1713405,87522,11446,1268,19560,1929,869721,149034,953.5181997200996
Andhra Pradesh,Karimnagar,18.515483193277312,79.43765428571413,534,3776269,1880800,1895469,2206829,1257238,949591,3491139,244723,24979,2086,332,312,115,926768,8831,1007.7993407060826
Andhra Pradesh,Khammam,17.683921325051784,80.67008643892335,541,2797370,1390988,1406382,1630234,901640,728594,2595321,158887,33463,655,217,459,539,668519,8628,1011.0669538486314
Andhra Pradesh,Krishna,16.143872753151673,81.14805061000413,547,4517398,2267375,2250023,3009718,1598959,1410759,4023678,307043,145598,1393,863,6320,906,1163932,30438,992.347097414411
Andhra Pradesh,Kurnool,15.43759715142429,77.90086836581717,552,4053463,2039227,2014236,2127161,1246369,880792,3328380,670737,33165,737,255,2235,434,816721,10081,987.7448660693489
Andhra Pradesh,Mahbubnagar,16.639546224256293,77.98933089244859,538,4053028,2050386,2002642,1940646,1158386,782260,3673456,334172,21345,658,290,388,267,757821,6153,976.7146283675366
Andhra Pradesh,Medak,17.889304978038055,78.13778901903379,535,3033288,1523030,1510258,1637137,953406,683731,2637313,342449,34301,1309,554,457,217,604719,8635,991.6140850803989
Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244,539,3488809,1759772,1729037,2001019,1160757,840262,3249231,188646,35025,937,241,250,132,789225,7715,982.5346692639728
Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035,533,2551335,1250641,1300694,1389810,790214,599596,2123426,391596,19653,2357,1847,542,146,545913,5261,1040.0218767815863
Andhra Pradesh,Prakasam,15.489039001601704,80.11665790176184,549,3397448,1714764,1682684,1904435,1107686,796749,3150195,220654,18775,266,97,204,206,763746,6151,981.2918862304084
Andhra Pradesh,Srikakulam,18.570900998697432,84.25874814010675,542,2703114,1341738,1361376,1495381,857824,637557,2666950,9025,18879,193,77,160,106,615432,3988,1014.6362404582713
Andhra Pradesh,Vizianagaram,18.28329696032972,83.45982854198873,543,2344474,1161477,1182997,1238388,707503,530885,2299129,16423,17853,380,114,815,183,527736,4453,1018.5281327137774
Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509,540,3512576,1759281,1753295,2065023,1179790,885233,3273755,197333,31377,1453,253,569,126,828077,12952,996.5974736270101
Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196,546,3936966,1964918,1972048,2652389,1379223,1273166,3733191,86142,109120,288,209,1578,211,1017568,12050,1003.6286501523219
Arunachal Pradesh,Changlang,27.36048479338845,96.37552644628106,253,148226,76948,71278,73174,44027,29147,47683,2134,35969,94,50381,95,11738,14593,170,926.3138743047252
Arunachal Pradesh,East Kameng,27.371194055944056,93.04741486013997,247,78690,38775,39915,38449,21599,16850,12333,652,37136,36,452,23,27868,5318,57,1029.4003868471953
Arunachal Pradesh,East Siang,28.15382352941176,95.06499226006191,251,99214,50116,49098,62576,34210,28366,27854,2289,18254,69,776,30,49393,14231,450,979.6871258679862
Arunachal Pradesh,Kurung Kumey,28.04853351800553,93.24531994459834,256,92076,45318,46758,36606,20258,16348,4859,471,51189,43,121,81,34158,3911,95,1031.7754534622004
Arunachal Pradesh,Lohit,27.946785273972623,96.59670770547945,259,145726,76221,69505,83062,48380,34682,99020,3846,10684,210,24452,104,7277,17157,312,911.887799950145
Arunachal Pradesh,Lower Dibang Valley,28.32651730103806,95.76567335640142,258,54080,28053,26027,31849,18087,13762,28915,2247,9213,33,2932,19,10393,5932,207,927.7795601183474
Arunachal Pradesh,Lower Subansiri,27.70849297297297,93.96226108108112,255,83030,41843,41187,54057,29470,24587,9551,1482,34402,27,193,13,37085,12493,381,984.3223478240088
Arunachal Pradesh,Papum Pare,27.273529716981127,93.54468183962264,248,176573,89182,87391,121048,65794,55254,57027,6148,84397,310,4768,139,22586,30539,2477,979.9174721356327
Arunachal Pradesh,Tawang,27.680683962264148,91.82504245283016,245,49977,29151,20826,26073,17720,8353,11842,787,776,1164,34920,72,349,8635,96,714.418030256252
Arunachal Pradesh,Tirap,26.94406229508198,95.41470327868862,254,111975,57604,54371,47974,29313,18661,20682,1103,83361,61,778,43,5325,16026,98,943.8754253176863
Arunachal Pradesh,Upper Siang,28.8309244897959,95.00155765306124,252,35320,18699,16621,18195,10723,7472,5261,411,5643,27,2577,7,20967,6198,97,888.8710626236697
Arunachal Pradesh,Upper Subansiri,28.277196566523585,93.8991435622318,249,83448,41758,41690,45278,24807,20471,13474,521,8779,28,297,11,59449,5373,139,998.371569519613
Arunachal Pradesh,West Kameng,27.46486582278483,92.65015750452083,246,83947,46155,37792,48492,29566,18926,31265,1970,8466,328,36087,71,5556,14188,202,818.8061965117539
Arunachal Pradesh,West Siang,28.106296920289843,94.53510344202908,250,112274,58168,54106,64746,36777,27969,15881,2218,29969,577,3311,49,60005,14204,303,930.1677898500894
Assam,Barpeta,26.427872264631056,90.97912010178116,303,1693622,867004,826618,897058,499038,398020,492966,1198036,1020,112,49,399,14,84804,2078,953.4189000281428
Assam,Bongaigaon,26.45012521994133,90.6734296187684,319,738804,375818,362986,434078,237114,196964,359145,371033,5924,384,236,871,9,49866,2523,965.8558131861698
Assam,Cachar,24.815570668693017,92.86849650455927,316,1736617,886284,850333,1174128,639946,534182,1038985,654816,37635,280,341,1673,98,140205,5316,959.4362529392384
Assam,Darrang,26.58463215962442,92.04141338028155,325,928500,475273,453227,487039,268666,218373,327322,597392,1688,431,57,724,19,45444,1166,953.6140281480328
Assam,Dhemaji,27.586533438485816,94.71336908517353,308,686133,351249,334884,423028,237761,185267,655052,13475,8711,297,911,167,6315,28195,1192,953.4091200259644
Assam,Dibrugarh,27.30612284482757,95.0998282327587,310,1326335,676434,649901,884531,491361,393170,1198401,64526,52968,2261,4673,1055,46,136685,8817,960.7751827968435
Assam,Goalpara,26.017277777777807,90.59869891598912,302,1008183,513292,494891,563577,304302,259275,347878,579929,77862,771,194,477,103,78641,1364,964.1510095618089
Assam,Golaghat,26.377219709794485,93.82583397823468,313,1066888,543161,523727,721764,396475,325289,917426,90312,50582,1131,3863,530,1347,82345,3073,964.220553390247
Assam,Hailakandi,24.457496089385486,92.59154664804475,318,659296,337890,321406,407366,226836,180530,251194,397653,8480,84,490,247,636,44143,1211,951.2148924206103
Assam,Jorhat,26.76244824016563,94.30197722567289,312,1092256,556805,535451,794929,432335,362594,1008219,54684,21051,1540,2378,719,578,122063,5651,961.6490512836631
Assam,Kamrup,26.170939452054807,91.58863273972592,321,1517542,778461,739081,995319,550219,445100,877495,601784,33297,319,185,1330,55,122191,3109,949.4130084872588
Assam,Karbi Anglong,26.08966454598031,93.11536570271832,314,956313,490167,466146,557214,314253,242961,766000,20290,157789,370,6260,397,3568,53918,1923,950.9942529790867
Assam,Karimganj,24.69660712250711,92.3679498575498,317,1228686,625864,602822,795297,435942,359355,521962,692489,11990,114,446,524,110,70951,1933,963.1836948602253
Assam,Kokrajhar,26.497246635730868,90.13997470997688,300,887142,452905,434237,489305,275220,214085,529068,252271,101091,93,1718,396,123,41373,1218,958.7816429494044
Assam,Lakhimpur,27.14128805970149,94.0775949253732,307,1042137,529674,512463,683486,375552,307934,797130,193476,46217,412,1074,250,2410,60296,1948,967.5064284824251
Assam,Nagaon,26.26462170626351,92.9306191144708,305,2823768,1439112,1384656,1710716,921850,788866,1225246,1563203,26844,3036,1073,1162,61,195631,5121,962.1599986658439
Assam,Nalbari,26.46323767605632,91.40598521126763,323,771639,396006,375633,531771,293184,238587,491582,277488,429,62,27,1004,9,68313,1631,948.5538097907607
Assam,Sonitpur,26.73514926829268,92.85197804878044,306,1924110,983904,940206,1108572,620525,488047,1422824,350536,138166,1363,5088,1003,221,133368,4358,955.5871304517514
Assam,Tinsukia,27.53549291139241,95.69055949367085,309,1327929,680231,647698,798322,453449,344873,1181347,48373,76877,1999,16228,837,395,161718,5135,952.173599850639
Bihar,Araria,26.211528119180603,87.30766554934816,209,2811569,1463333,1348236,1195768,727643,468125,1593525,1207442,4116,371,187,1910,63,43290,2561,921.3459957507963
Bihar,Aurangabad,24.774291867469877,84.45986024096379,235,2540073,1318684,1221389,1466002,868733,597269,2291133,237353,2218,295,334,775,19,44456,2362,926.218108356513
Bihar,Aurangabad,24.774291867469877,84.45986024096379,515,3701282,1924469,1776813,2503837,1430936,1072901,2545438,786677,15991,5142,309093,30981,1005,589477,23258,923.2744201127687
Bihar,Banka,24.832355642023337,86.8664916342413,225,2034763,1067140,967623,965321,590961,374360,1772655,250925,6138,139,113,94,1035,62359,1704,906.7441947635737
Bihar,Begusarai,25.54302613168723,86.12560144032932,222,2970541,1567660,1402881,1548673,918507,630166,2554330,407348,2209,402,229,276,57,120373,4644,894.888560019392
Bihar,Bhagalpur,25.277192885375477,87.04213814229242,224,3037766,1615663,1422103,1573066,937669,635397,2487866,537098,3556,415,180,1050,32,174534,6764,880.1977887715445
Bihar,Bhojpur,25.50666439393939,84.49407803030304,231,2728407,1430380,1298027,1599151,973486,625665,2518216,197819,2165,544,647,1472,48,62153,3661,907.4700429256561
Bihar,Buxar,25.48593018867924,84.08808081760995,232,1706352,887977,818375,989807,593544,396263,1591454,105423,2125,248,5090,97,57,46760,1784,921.6173391878393
Bihar,Darbhanga,26.146187719298258,85.97387352472099,215,3937385,2059949,1877436,1816634,1125566,691068,3042729,881476,3534,832,245,236,101,127442,6280,911.3992627972829
Bihar,Gaya,24.7266541547278,84.94291217765044,236,4391418,2266566,2124852,2297613,1368803,928810,3876395,488121,3943,913,870,1723,108,112617,6856,937.4763408610206
Bihar,Gopalganj,26.44874364161851,84.34636127167629,217,2562012,1267666,1294346,1382998,793905,589093,2119262,436057,2463,271,167,133,28,69375,3707,1021.0465532719186
Bihar,Jamui,24.78418380462726,86.26316298200514,238,1760405,916064,844341,858588,534385,324203,1525746,217621,8443,162,159,87,3438,32633,1839,921.7052520347924
Bihar,Jehanabad,25.155679045643165,84.9208124481328,239,1125313,585582,539731,618881,374412,244469,1045117,75742,691,148,248,60,58,27641,1106,921.7001205638151
Bihar,Katihar,25.56565356037151,87.70466083591326,212,3071029,1600430,1470599,1280190,762256,517934,1684589,1365645,8659,2754,212,507,2141,60900,2941,918.8774266915767
Bihar,Khagaria,25.53558891454964,86.56593256351037,223,1666886,883786,783100,768028,461153,306875,1486989,175588,1253,143,79,86,115,40641,1580,886.0742306395439
Bihar,Kishanganj,26.324336758321294,87.95045007235886,210,1690400,866970,823430,745056,439921,305135,531236,1149095,5783,398,183,1476,28,58718,1093,949.7791157710186
Bihar,Lakhisarai,25.183449321266963,86.12825701357468,227,1000912,526345,474567,507270,305182,202088,956396,40886,487,140,52,78,52,44491,1186,901.6272596870873
Bihar,Madhepura,25.77341929460581,86.8978443983403,213,2001762,1047559,954203,834577,517666,316911,1753829,241760,1342,170,60,133,81,23236,1397,910.8823464835871
Bihar,Madhubani,26.41380538172716,86.16328360450552,207,4487379,2329313,2158066,2155338,1340085,815253,3652168,818912,3262,564,328,442,169,113281,5319,926.481756638116
Bihar,Munger,25.198537962962963,86.54173672839504,226,1367765,729041,638724,801817,473741,328076,1252319,110416,1815,338,95,145,61,90461,2653,876.1153350771767
Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,216,4801062,2527497,2273565,2509232,1487117,1022115,4032773,745546,5149,933,288,382,98,180651,10290,899.5322249640652
Bihar,Nalanda,25.229345508982053,85.48053113772461,229,2877653,1497060,1380593,1519933,919558,600375,2669775,198033,1978,393,414,561,64,101378,4156,922.2028509211387
Bihar,Nawada,24.825708836206903,85.61594568965519,237,2219146,1144668,1074478,1091012,659474,431538,1964620,244394,1299,250,176,279,80,31162,1841,938.6809100979499
Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,203,3935042,2061110,1873932,1759481,1091226,668255,3047427,865090,8469,926,1337,296,1895,57546,3495,909.1858270543543
Bihar,Patna,25.40297114503818,85.3198433587787,230,5838465,3078512,2759953,3459679,2028047,1431632,5356075,439952,12551,4803,1062,2151,203,546859,40692,896.5217611625357
Bihar,Purba Champaran,26.68129336734693,85.00382155612242,204,5099371,2681209,2418162,2276957,1407603,869354,4086453,990349,4865,668,878,464,104,74979,7719,901.8923925736487
Bihar,Purnia,25.81714801901739,87.40447606973065,211,3264619,1699370,1565249,1332326,805261,527065,1989420,1255641,7989,614,353,1450,650,86058,4170,921.0760458287482
Bihar,Rohtas,24.99170460829495,83.9350762672811,234,2959918,1543546,1416372,1799832,1061783,738049,2645415,300487,2889,2569,1584,252,537,114893,4594,917.609193376809
Bihar,Saharsa,25.821270696721303,86.54670819672135,214,1900661,997174,903487,804996,506374,298622,1629254,266620,1292,197,60,109,8,41342,1668,906.0474902073258
Bihar,Samastipur,25.793205563909765,85.94833323308269,221,4261566,2230003,2031563,2142880,1293575,849305,3800598,452370,2126,554,292,231,112,88021,5379,911.0135726274807
Bihar,Saran,25.89656077844312,84.82266287425155,219,3951862,2022821,1929041,2157454,1285767,871687,3534772,406449,2330,371,229,322,107,94787,4509,953.6390021657872
Bihar,Sheikhpura,25.12472436548223,85.77839390862943,228,636342,329743,306599,328676,196431,132245,596102,37653,313,75,41,43,31,20065,631,929.8120051070076
Bihar,Sheohar,26.458380748663107,85.29539411764709,205,656246,346673,309573,283698,171645,112053,552492,99342,522,216,73,52,44,10004,478,892.9827243540743
Bihar,Sitamarhi,26.56570069686413,85.61172491289203,206,3423574,1803252,1620322,1436794,885188,551606,2672311,740101,2897,261,253,188,20,66263,3460,898.5554986213796
Bihar,Siwan,26.1736372013652,84.33766552901022,218,3330464,1675090,1655374,1930175,1115906,814269,2712635,608282,2618,369,407,359,86,52935,3834,988.2298861553708
Bihar,Supaul,26.28157893772896,86.78496465201461,208,2229076,1155283,1073793,1033283,647672,385611,1809936,409251,3758,271,136,546,42,51028,1845,929.4631704958871
Bihar,Vaishali,25.8134703180212,85.39247597173153,220,3495021,1844535,1650486,1926740,1152576,774164,3152346,333980,2203,707,362,246,71,70001,4810,894.7978758874187
Chandigarh,Chandigarh,30.7426,76.75872465753424,55,1055450,580663,474787,805438,465346,340092,852574,51447,8720,138329,1160,1960,246,231204,44283,817.6636017793454
Chhattisgarh,Bastar,19.393866751269048,81.52895126903546,414,1413199,698487,714712,650863,382335,268528,1277975,12413,27951,2099,985,3466,86925,157646,1782,1023.2287787746945
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,30,381956,192764,189192,287620,155599,132021,371973,6984,236,2387,113,10,7,79146,1574,981.469569006661
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,406,2663629,1351574,1312055,1596560,932474,664086,2540763,57973,20745,6373,2979,2357,29122,519704,8566,970.7607574576012
Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348,412,799781,397897,401884,546833,303924,242909,777188,10425,2644,1196,667,3612,3685,148926,1016,1010.0201811021445
Chhattisgarh,Durg,21.194463849287164,81.33181639511197,409,3343872,1682101,1661771,2303378,1284612,1018766,3129745,83499,24304,24276,19587,17209,42569,614109,16141,987.9139243125115
Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,402,851669,424747,426922,495415,280656,214759,629509,15336,189588,474,467,694,14835,76783,567,1005.1206953786607
Chhattisgarh,Korba,22.491712499999995,82.57604326923074,404,1206640,612915,593725,748759,433391,315368,1133176,30195,21059,3666,897,753,15649,202380,4544,968.6906014700244
Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,400,658917,334737,324180,397823,229923,167900,604259,25878,9398,1391,84,1155,15474,80023,1667,968.4618073293361
Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,411,1032754,511967,520787,637963,364089,273874,1008061,12570,5284,2941,521,1495,1417,212487,961,1017.2276728773535
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,403,1493984,750278,743706,951639,542756,408883,1422986,17332,47653,2117,781,409,1782,297308,3342,991.240580158288
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,520,2634200,1344345,1289855,1939994,1059692,880302,2239370,227465,17452,7477,121791,12260,1159,547206,38570,959.4672498502988
Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,410,4063872,2048186,2015686,2629749,1493158,1136591,3881485,103038,23181,16707,8397,17137,10680,728556,20261,984.1323004844287
Chhattisgarh,Surguja,23.32719278728607,83.23582493887531,401,2359886,1193129,1166757,1187941,694686,493255,2126195,81442,97432,2303,1287,623,48295,253131,2737,977.8967739448124
Daman and Diu,Daman,20.431616666666677,72.8392366071429,495,191173,124659,66514,150348,104316,46032,171537,16087,2618,169,216,244,79,49249,1316,533.5675723373362
Daman and Diu,Junagadh,20.72568199498111,70.83985639899612,479,2743082,1404356,1338726,1842818,1046981,795837,2397056,334858,2586,1110,1291,3841,77,498326,6628,953.2668354747657
Goa,North Goa,15.548723418714054,73.80667997909038,585,818008,416677,401331,663060,351738,311322,622213,57941,134169,618,553,546,166,173951,23440,963.1705133712684
Goa,South Goa,15.195278658183785,73.941792596877,586,640537,322463,318074,502427,264085,238342,341664,63623,231961,855,542,563,92,138810,17624,986.3891361179423
Gujarat,Ahmadabad,22.605425564971743,72.23898135593227,474,7214225,3788051,3426174,5435760,3025463,2410297,6042416,883238,50754,14542,4518,209287,2055,1456046,126341,904.4688152297844
Gujarat,Amreli,21.04832649310872,71.43457637825426,480,1514190,771049,743141,995459,558180,437279,1410463,99105,919,415,243,2053,40,273331,2538,963.805153758062
Gujarat,Anand,22.282718206229863,72.57782051557454,482,2092745,1087224,1005521,1551253,874481,676772,1798794,250919,29789,1524,267,8591,142,378310,9902,924.8517324856699
Gujarat,Banas Kantha,24.258538965517253,71.93205252873561,469,3120506,1610379,1510127,1704923,1048402,656521,2890305,213505,1686,486,281,12659,83,396873,3424,937.7463317641375
Gujarat,Bharuch,21.75787276237761,72.67326346710801,488,1551019,805707,745312,1118276,623047,495229,1188204,343511,9494,1733,442,4813,342,309091,10257,925.0409888458211
Gujarat,Bhavnagar,21.70219390341736,72.16272632761141,481,2880365,1490201,1390164,1887255,1087371,799884,2632574,212863,3457,1410,445,26974,127,500757,7297,932.8701295999667
Gujarat,Gandhinagar,23.193679790026252,72.67221679790026,473,1391753,723864,667889,1030494,582686,447808,1319586,57273,3237,1985,497,6405,82,262539,12107,922.6719383751644
Gujarat,Jamnagar,22.410600414263328,69.62062005768233,477,2160119,1114192,1045927,1396534,795140,601394,1810443,320805,4392,1873,1086,18856,136,386538,11573,938.7313856139697
Gujarat,Junagadh,20.929523011609785,70.54733890140345,479,2743082,1404356,1338726,1842818,1046981,795837,2397056,334858,2586,1110,1291,3841,77,498326,6628,953.2668354747657
Gujarat,Kachchh,23.48057203301311,68.82192301497916,468,2092371,1096737,995634,1252319,739239,513080,1608921,442355,6192,6353,490,25312,98,403294,9631,907.8147267758816
Gujarat,Kheda,22.88765312500002,73.018803515625,483,2299885,1185727,1114158,1660243,942480,717763,2000884,264482,26629,1403,300,3479,82,372226,5710,939.6412496299739
Gujarat,Mahesana,23.529355452865065,72.45545194085031,471,2035064,1056520,978544,1502645,847499,655146,1885732,136431,1954,1082,146,7087,88,385609,7759,926.1954340665582
Gujarat,Narmada,21.70666386292833,73.68403208722742,487,590297,301086,289211,370336,211767,158569,559848,22600,4413,147,80,373,2078,101940,576,960.5594414884783
Gujarat,Navsari,20.866973318871995,72.86184869848157,490,1329672,678165,651507,1001909,539471,462438,1225087,78669,5733,2459,601,13386,2823,267679,6726,960.6909822830727
Gujarat,Panch Mahals,22.80435606837605,73.61984598290586,484,2390776,1226961,1163815,1440805,858054,582751,2220974,158513,2863,662,337,5236,131,398937,3456,948.5346315001048
Gujarat,Patan,23.80634198473284,71.75162977099237,470,1343734,694397,649337,837913,494631,343282,1194745,142797,916,337,66,3602,66,223424,2231,935.1091666582661
Gujarat,Porbandar,21.55092351651571,69.71896987722886,478,585449,300209,285240,393678,221621,172057,549749,33565,500,248,91,515,38,117040,1653,950.1380704775672
Gujarat,Rajkot,22.40603377715488,70.83679439383323,476,3804558,1974445,1830113,2725056,1514075,1210981,3397406,361388,5478,1918,1170,33591,269,747352,21785,926.8999642937636
Gujarat,Sabar Kantha,23.71803594548552,73.13638790459964,472,2428589,1244231,1184358,1578734,918625,660109,2260560,148563,6375,614,168,11110,52,438606,5262,951.8795143345569
Gujarat,Surat,21.25761372772093,72.93488716344339,492,6081322,3402224,2679098,4571410,2687468,1883942,5260193,660772,21052,5703,12902,112835,3920,1252452,55694,787.4549118458984
Gujarat,Surendranagar,22.82672007299272,71.48358740875906,475,1756268,909917,846351,1093626,643221,450405,1620282,109681,1419,512,312,22992,128,302068,2975,930.1408809814523
